34,8192,8.62
34,16384,13.95
34,32768,24.58
34,65536,46.07
34,131072,88.44
34,262144,244.70
34,524288,484.44
34,1048576,1110.85
36,2,1.54
36,4,1.56
36,8,1.52
36,16,1.51
36,32,1.72
36,64,1.87
36,128,1.95
36,256,2.22
36,512,2.29
36,1024,2.87
36,2048,4.18
36,4096,6.28
36,8192,10.17
36,16384,16.05
36,32768,28.93
36,65536,54.65
36,131072,104.40
36,262144,306.64
36,524288,617.12
36,1048576,1361.32
38,2,1.59
38,4,1.57
38,8,1.50
38,16,1.51
38,32,1.73
38,64,1.87
38,128,1.97
38,256,2.24
38,512,2.43
38,1024,3.02
38,2048,4.46
38,4096,6.98
38,8192,11.11
38,16384,17.82
38,32768,32.75
38,65536,61.96
38,131072,121.14
38,262144,380.33
38,524288,758.81
38,1048576,1618.55
40,2,1.57
40,4,1.53
40,8,1.52
40,16,1.50
40,32,1.69
40,64,1.84
40,128,1.98
40,256,2.26
40,512,2.38
40,1024,3.14
40,2048,4.71
40,4096,7.39
40,8192,12.25
40,16384,19.76
40,32768,36.79
40,65536,70.37
40,131072,137.11
40,262144,452.00
40,524288,890.14
40,1048576,1871.93
42,2,1.50
42,4,1.52
42,8,1.50
42,16,1.49
42,32,1.64
42,64,1.84
42,128,1.94
42,256,2.15
42,512,2.53
42,1024,2.99
42,2048,4.32
42,4096,6.91
42,8192,11.74
42,16384,18.63
42,32768,35.20
42,65536,66.74
42,131072,131.39
42,262144,425.70
42,524288,834.29
42,1048576,1763.78
44,2,1.57
44,4,1.41
44,8,1.41
44,16,1.40
44,32,1.55
44,64,1.75
44,128,1.74
44,256,2.03
44,512,2.15
44,1024,2.73
44,2048,3.87
44,4096,6.34
44,8192,11.15
44,16384,17.65
44,32768,33.44
44,65536,62.85
44,131072,123.27
44,262144,403.71
44,524288,783.40
44,1048576,1649.41
46,2,1.61
46,4,1.32
46,8,1.30
46,16,1.31
46,32,1.39
46,64,1.60
46,128,1.63
46,256,1.94
46,512,2.07
46,1024,2.66
46,2048,3.64
46,4096,5.82
46,8192,10.16
46,16384,16.38
46,32768,31.07
46,65536,59.05
46,131072,116.13
46,262144,374.96
46,524288,735.50
46,1048576,1550.85
48,2,1.42
48,4,1.19
48,8,1.20
48,16,1.19
48,32,1.30
48,64,1.49
48,128,1.57
48,256,1.78
48,512,2.02
48,1024,2.67
48,2048,3.53
48,4096,5.88
48,8192,10.20
48,16384,16.44
48,32768,31.20
48,65536,59.35
48,131072,116.39
48,262144,386.87
48,524288,750.37
48,1048576,1576.05
